更新时间,#genre#
陕西都市青春频道,https://mursor.ottiptv.cc/migu/956909358.m3u8?migutoken=35a4137da0642a8e34ab914a132e6b2ea5008f7481d5644e30db76e7002d19e75868cb339df8c91fd96edad5e3d77853fcff72426eaaa71c45fa52f252f4fae0dc69eb57f7ab2718a7b0476a98#user-agent=okHttp/Mod-1.1.0
陕西体育休闲频道,https://mursor.ottiptv.cc/migu/956909356.m3u8?migutoken=8f3ef54e3c8f942224e608bc0c599490629de7b2b85cc897889509a1dea09a790adea28463531026109592a83d1b882c9733ab1b2026ebcd5fd2cff9714a89f9bbd0b61a994f4de486121b0f7d#user-agent=okHttp/Mod-1.1.0
陕西秦腔频道,https://mursor.ottiptv.cc/migu/956909303.m3u8?migutoken=7e000cbc48c9f1d4640a12b6e45a79ae03120f86f5b68c6ddf4931f4ea6a0ea2aeb70b57adbe6d1cd789a9a294a3a05ab9432287273319301988ec82d0da72785f361d9f89ec3b38627bbc08e5#user-agent=okHttp/Mod-1.1.0
陕西新闻资讯频道,https://mursor.ottiptv.cc/migu/956909289.m3u8?migutoken=b362a39d5bd3987545f14f1dfb26dacb9d43eb738b1e6e0135bd53535b816c9d6804b52f8ffd8808f0d854c9747510a5b184d908f1bdfcc646252653312c52a43499ee879f2379d8ba5b5fe16c#user-agent=okHttp/Mod-1.1.0
财富天下,https://mursor.ottiptv.cc/migu/956923159.m3u8?migutoken=6a092a6774fb4f41cc973465b0aa459c4da3f2b7a5dd551795ebb1172ebafbccfa123b0fc30853cc716597d59307db0afdf22f9e73173e784e95493da803d3f0d9f12ccc3db9504a5443d3c6ae#user-agent=okHttp/Mod-1.1.0

影视,#genre#
经典香港电影,https://mursor.ottiptv.cc/migu/625703337.m3u8?migutoken=baaef76b27400e5dcf3af9c85162d70267d25331eec679f3c504bfadf92b39bbaa135f4bffe687b4bff2af8d474bc13508be07fb44b117f3e0c10b3ee0675e07f9d92d4f29a1e60342613799b6#user-agent=okHttp/Mod-1.1.0
高能悬疑 推理时刻,https://mursor.ottiptv.cc/migu/625133682.m3u8?migutoken=b6a7bc4093e4ada6906f354cd299d3d4ad5f521ec5ef2d736290f8c39127e9ad4f1a0ba36b6828ee00822632e6b5b13a08fce0947aed173402ad8c1c5e0bee0408a044bb6df6a89342bf80d75d#user-agent=okHttp/Mod-1.1.0
抗战经典影片,https://mursor.ottiptv.cc/migu/617432318.m3u8?migutoken=d73dc631dccb129a9e321839b9ed3172120a311ecd3cd04f08416c44b87128cf74015ccb9475dcc1225f1c34f4411ca723cead3b010e53019b22397726784a7effa492447a32f8ced0922f0f20#user-agent=okHttp/Mod-1.1.0
新片放映厅,https://mursor.ottiptv.cc/migu/619495952.m3u8?migutoken=7c84830919711d43c1ca360e61bd2303b07ee10fdcbc3ce339b722a40faec6f23725e2bdfbc53963e940c98b3752060ced3fd37dbac953996936019080247270090cd31d0e5533265444310c9e#user-agent=okHttp/Mod-1.1.0
CHC影迷电影,https://mursor.ottiptv.cc/migu/952383261.m3u8?migutoken=3b93d8f1a6d2a7b92628124cac38f4fb24f22a9fcc0d42dbfa6b036f0377136cf46c0cb2d24dbe8a0dae4ce324c93ab3680d1afe76699c1facb1dd034dbc9944f06467398dc42d371b3b3a6907#user-agent=okHttp/Mod-1.1.0
CHC动作电影,https://mursor.ottiptv.cc/migu/644368714.m3u8?migutoken=301ed7c16adc2f760ce546d3e2d5d58b6e3b2c29ecd11f95b06ab57fcbb95f7abec66189f38a6da1e29083015719a62ea053ec6a2bdc36d3be3d4ce7c643084def82191c4a230643c3c7250239#user-agent=okHttp/Mod-1.1.0
CHC家庭影院,https://mursor.ottiptv.cc/migu/644368373.m3u8?migutoken=c084c88499ce89f73684a07b9d5544f61407404dd520a6d1ab9dceaadc842de74df9ae72d5858a5faaf83559e371be63df6d74279ff6518c7292971b2bc9d2062b4e89101e4c300403bb1b6bce#user-agent=okHttp/Mod-1.1.0
和美乡途轮播台,https://mursor.ottiptv.cc/migu/713591450.m3u8?migutoken=10ae53cac985679fc3d638772ef4801dbcc296d038593e9c194a8bbaf4f0f17e2ee63026bacadeca8130d1ea1c7850ec46ca217ead60d51956c864780e5d44a9a498bbf51540147056ac8fbc47#user-agent=okHttp/Mod-1.1.0
高清大片,https://mursor.ottiptv.cc/migu/629943678.m3u8?migutoken=dadf750ac5e834a1f7ccc139ff8759e85f705141c68d0173882f7de9169812159c4fbd6df73667b2294d7ef59a0620fc5c4654cc7d344858ea8339a4d859039725b38580b8071700155bf1960c#user-agent=okHttp/Mod-1.1.0
南方影视,https://mursor.ottiptv.cc/migu/614961829.m3u8?migutoken=45b3a6ec6c5aac7d8b690e4f6ac399ae7d527c38a1bed115adbfbe17dd80b04dd389f9ea486996af94a1d0f34b3d01d23957272b98d9908880694b9b3fcc02f5b6b30adc21aa1b3af38e5712e0#user-agent=okHttp/Mod-1.1.0
血色山河·抗日战争影像志,https://mursor.ottiptv.cc/migu/713600957.m3u8?migutoken=bb196baa66f243c6399ce0856a7b6f8abd81e30a5469b171611218d04412e0f22dbd2cb67aa5ec239e569d29613f3e4a6fa58cddbeeb6b59441444882e70152a1492b91c5e4c66b8bac5a76f51#user-agent=okHttp/Mod-1.1.0

熊猫,#genre#
熊猫频道01高清,https://mursor.ottiptv.cc/migu/609158151.m3u8?migutoken=e7df3fddd4d183b3b5ba12e2359076e2954c3a5a59f4ed4b5d0188f3c45f9d84560adbf41c9446b11d98029c0ae11fa3b6577baddfd6e7908846f1e881ea7cca2528f26464abbf72a26e9c2c17#user-agent=okHttp/Mod-1.1.0
熊猫频道1,https://mursor.ottiptv.cc/migu/608933610.m3u8?migutoken=941f77df7fd88934ea693e70d9ab6ff66c455475e8bb562b218fada1e01d5a3886fa093264af4fc6f165eddef7ae2cc0f67fbd3455c23dfe7fa6f0d682920e22d629ecc7e1032b8947f43a2489#user-agent=okHttp/Mod-1.1.0
熊猫频道2,https://mursor.ottiptv.cc/migu/608933640.m3u8?migutoken=537255948808d73b83d99d5074591a1e82ea71d185ef2380cec7c7a9fb185947e9ad8ceef6c9ec6a09bfeae4c439cd3f652d0724d4d6a422e1e76e7013141e07bef9fee3357de464444a71875f#user-agent=okHttp/Mod-1.1.0
熊猫频道3,https://mursor.ottiptv.cc/migu/608934619.m3u8?migutoken=14fef6a2b4d77d77f88e18adea256290e30ea8a2b53551b818a37592e6b2defe3333523d266ea5a0fa446bafc4fcc3e7c0933ef1ad0b752f50f4e708a9f9091f41a855be92626d1b0415137c9f#user-agent=okHttp/Mod-1.1.0
熊猫频道4,https://mursor.ottiptv.cc/migu/608934721.m3u8?migutoken=1fe27a6aad1536d90929cb825e778953e583fc0074837780ae3683986abd402be62b9b20b8f711c8538289ee852f7573519c69ac375a9ea519f6b80eb872f7096962d4aa247196717bda791bc6#user-agent=okHttp/Mod-1.1.0
熊猫频道5,https://mursor.ottiptv.cc/migu/608935104.m3u8?migutoken=9d6033c11bb50f40c7bb2182bf1b0707249cc3e61f3238e6fc993302d9cf1fa0ba9dc21ca407e0fb4edf42b518b4b128809e2701ca7e22815e96928baaf2b9f04221935962add9d03eed205ee3#user-agent=okHttp/Mod-1.1.0
熊猫频道6,https://mursor.ottiptv.cc/migu/608935797.m3u8?migutoken=2f77ee5b9946e56e70fa927f6dc7f96c947e976d466f6ac7b27ee6a24a13fa2faa2498a072828d68f9535f0be8be0e6d06bb67b513ad744c0f12724f2e27c6cab7dedfd88a97c3354c429ad479#user-agent=okHttp/Mod-1.1.0
熊猫频道7,https://mursor.ottiptv.cc/migu/609169286.m3u8?migutoken=7aa13f663d1e245b0d1d476394d5dd8c1491c3adefc174cc02c3d94241303fde0074d6b7711d4c5b56bf62d27ca53a30cefdb6f21bd721e27c50fb0b266b1f5acdbcbb7bd06625a385f645dc18#user-agent=okHttp/Mod-1.1.0
熊猫频道8,https://mursor.ottiptv.cc/migu/609169287.m3u8?migutoken=626654b8c572813fc5444807f213189cdf5c22788d008ef4a81c3465fa109df5fc27a45766299a72ee1daa22196635f30e1070e08ba3f76080b3636bbae3df66fc2f9d0d166b78d563dc1d146e#user-agent=okHttp/Mod-1.1.0
熊猫频道9,https://mursor.ottiptv.cc/migu/609169226.m3u8?migutoken=43fecb4c8449c9016968b4353626fd7c9d38024ae357714ad5f934696393cf2fb27675f2b6c336fd1bc511935aea970b94930253680bf127acf715dc65dae7512f43c34b2ae0acd28c0a7cf4f5#user-agent=okHttp/Mod-1.1.0
熊猫频道10,https://mursor.ottiptv.cc/migu/609169285.m3u8?migutoken=5f5efbb9d964631935463011cd4df1c1b36c9faee36bcdd4c10b8316e3f9f49a4ca1f777a259bf7dc7c62eee6137a4e6194eb5a65a2361d48b43cb61a2e2cf30a4c8992675b04ac095d088be17#user-agent=okHttp/Mod-1.1.0

综艺,#genre#
最强综艺趴,https://mursor.ottiptv.cc/migu/629942228.m3u8?migutoken=105e6d1bbb77ea0016a6c5563ead89b59cec13c6ad8d78c3b9b9d2b294b9ad101a2052ee8120d794935f31f3781740e6d17bd4210a5a372934d019867303078f35c7d4eebec23ed39831bee84c#user-agent=okHttp/Mod-1.1.0

少儿,#genre#
嘉佳卡通,https://mursor.ottiptv.cc/migu/614952364.m3u8?migutoken=fbefb459de3d66feb5d4f4d41feac829718095d842a98de94a8436ce4415e93f86a7a2f9c7ab1df78a03ab3a781b7d00f8bacae5b796bb5cb19f00e9266d45da5c09cab5993e930e49309fab30#user-agent=okHttp/Mod-1.1.0
经典动画大集合,https://mursor.ottiptv.cc/migu/629942219.m3u8?migutoken=4901911e9d0f92028aab3c64d72277a0f319b4d16220ad79db831acdd9700b525ec7af4056923c0613cdee5247868538e0ca4f6cf2d084b6cc0e857e87996403f855242249f25112e2fac621a4#user-agent=okHttp/Mod-1.1.0

纪实,#genre#
新动力量创一流,https://mursor.ottiptv.cc/migu/713589837.m3u8?migutoken=2b961e3c7cb04ae06a257267746db935cc28d54ae1897635b5822c6ffb6b8d7d0d9055a97dd158904fc058064c969b81ef73c565e1ebfa514bb7647fc905ad05a6d60a7839ce28aeb3fccbbb07#user-agent=okHttp/Mod-1.1.0

印象天下,#genre#
钱塘江,https://mursor.ottiptv.cc/migu/647370520.m3u8?migutoken=1cee882d34d231f366ffa147aa1de1d871003627cd31c8b87ccafef63892b91d7acc9d601bf0bcd666ef421aa141fb2565dcc936d7f76285fc695895b7a3bce12ea14f9d72b115d388cf83c8d6#user-agent=okHttp/Mod-1.1.0

体育,#genre#
五环传奇,https://mursor.ottiptv.cc/migu/707671890.m3u8?migutoken=ce8eeda17b48bd675f3a1e9cda133dafd63e9a1298118f1b6b60f5c9d02769f330ca7892187227901cf6d095a5b3f201d71f88e783f1a8af967b57258f63bf00ea0dd3f44af1e96d3794eba685#user-agent=okHttp/Mod-1.1.0
赛事最经典,https://mursor.ottiptv.cc/migu/646596895.m3u8?migutoken=de562bccf3da6b19606deac60bef2f780e31f4e910408f15e514e6136d03f0a33ed43b9e177d4a6f213baf293819654412e25d60cdccf00ee48673b254b829a4f8434dd96d671eb22f4b30737e#user-agent=okHttp/Mod-1.1.0
掼蛋精英赛,https://mursor.ottiptv.cc/migu/631354620.m3u8?migutoken=1cec613d1e431e3ad2e6c4adf91c039d0d57febf9ec20e28ca065dbbca99558ff3cff9c794fbda3daf93f21d625e6d2d06caf6791548675d8c2bd744175d26ffe2a4de7bf479ee7d19c4c5191f#user-agent=okHttp/Mod-1.1.0
体坛名栏汇,https://mursor.ottiptv.cc/migu/629943305.m3u8?migutoken=1a379c9bf6c060b61ddb0f66b05b75b84967e0e7a740d763d1aed86dbdc51e2916e781d29beee32bdd3dcf4d1610e60687245fcd585a23ae9b83ef511025e690fa630d0ccd469c997273aec31a#user-agent=okHttp/Mod-1.1.0
四海钓鱼,https://mursor.ottiptv.cc/migu/637444975.m3u8?migutoken=d4880773031e14f816352f15b691919cbe408ead653a8fc6f71cc01b4dcfac7cba35efa4761e5b0eb366f021afed7fbd5038bfda0e49020f1e7266d956d8227a8c9d39c52f5b10e2e7c596263e#user-agent=okHttp/Mod-1.1.0
咪咕24小时体育台,https://mursor.ottiptv.cc/migu/654102378.m3u8?migutoken=275a1bc132c85f4192baf79466eda860a95e1a28801461654267809486a11639016e2250e9493cdb9b848ab4f4adc4a9146a4662768796d3ec5423b6234db0db2d3c39eecf2bf3388901865844#user-agent=okHttp/Mod-1.1.0

教育,#genre#
CETV1,https://mursor.ottiptv.cc/migu/923287154.m3u8?migutoken=c66cc30507fbc376e3ee21bcb4803da438c69c889d61e544df93e758e1be2ac80362628f1c9e29a6a75222434559e8d2c136a4174cddbe88f9337a3c2e9d2e96164122eca796c1eb94aeb9c748#user-agent=okHttp/Mod-1.1.0
CETV2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=31d4ac60412c8851176e493046b5666884949986e13ffc197743d806e520b819b7dc94d6eb8b0a08cb019b605a0c7bae44ea24e81e7c69ea8161f61ddc5106cc77906fcbc511b10fa2389c1a47#user-agent=okHttp/Mod-1.1.0
CETV4,https://mursor.ottiptv.cc/migu/923287339.m3u8?migutoken=4d725ac8658e69ff93b6f94d39b8be56cb802d491a07c6ec55fa53b5d46432d0de48b00ac551345094f6f3ce5d36e2d14548f857ba21a80f6e86805e4eb34e7d54dad46875c4ffaa55c78763cd#user-agent=okHttp/Mod-1.1.0

